T(degC) W(-) L(gCm-2)
13.2467	0.2388	0.01 
13.2280	0.2382	0.01 
13.1757	0.2381	0.01 
13.0738	0.2386	0.01 
12.9405	0.2394	0.01 
12.8636	0.2402	0.01 
12.7716	0.2403	0.01 
12.6508	0.2401	0.01 
12.4973	0.2398	0.01 
12.4134	0.2398	0.01 
12.3747	0.2399	0.01 
12.3435	0.2401	0.01 
12.2975	0.2401	0.01 
12.2397	0.2401	0.01 
12.1568	0.2401	0.01 
12.0313	0.2399	0.01 
11.7888	0.2396	0.01 
11.5327	0.2397	0.01 
11.3266	0.2398	0.01 
11.2274	0.2401	0.01 
11.1868	0.2404	0.01 
11.1389	0.2407	0.01 
11.0553	0.2406	0.01 
10.9133	0.2403	0.01 
10.8507	0.2400	0.01 
10.7908	0.2405	0.01 
10.7309	0.2410	0.01 
10.01964	0.2419	0.01 
10.01028	0.2422	0.01 
10.4175	0.2428	0.01 
10.3722	0.2428	0.01 
10.3275	0.2429	0.01 
10.2570	0.2432	0.01 
10.2064	0.2434	0.01 
10.01331	0.2431	0.01 
10.0179	0.2431	0.01 
9.9607	0.2434	0.01 
9.8847	0.2438	0.01 
9.7100	0.2453	0.01 
9.5773	0.2457	0.01 
9.5175	0.2451	0.01 
9.3685	0.2448	0.01 
9.2494	0.2451	0.01 
9.1063	0.2455	0.01 
8.9938	0.2451	0.01 
8.8849	0.2445	0.01 
8.7893	0.2440	0.01 
8.6994	0.2440	0.01 
8.5834	0.2443	0.01 
8.4292	0.2448	0.01 
8.3060	0.2449	0.01 
8.2808	0.2446	0.01 
8.3154	0.2445	0.01 
8.3081	0.2447	0.01 
8.2428	0.2454	0.01 
8.2204	0.2455	0.01 
8.1980	0.2457	0.01 
8.1373	0.2455	0.01 
8.0007	0.2456	0.01 
7.9316	0.2458	0.01 
7.8211	0.2456	0.01 
7.8110	0.2450	0.01 
7.8588	0.2446	0.01 
7.8581	0.2441	0.01 
7.7677	0.2438	0.01 
7.6894	0.2434	0.01 
7.4981	0.2432	0.01 
7.3694	0.2433	0.01 
7.3204	0.2437	0.01 
7.2826	0.2435	0.01 
7.1823	0.2433	0.01 
7.0889	0.2431	0.01 
7.0682	0.2432	0.01 
7.0368	0.2433	0.01 
7.0595	0.2434	0.01 
7.0386	0.2437	0.01 
7.0330	0.2440	0.01 
7.0530	0.2446	0.01 
7.1298	0.2454	0.01 
7.1558	0.2457	0.01 
7.1873	0.2460	0.01 
7.1437	0.2461	0.01 
6.9884	0.2456	0.01 
6.8297	0.2458	0.01 
6.7337	0.2456	0.01 
6.6939	0.2450	0.01 
6.6541	0.2445	0.01 
6.6668	0.2441	0.01 
6.6851	0.2443	0.01 
6.7225	0.2446	0.01 
6.7056	0.2448	0.01 
